"","accession","isolate","host","db_xref","country","collection_date","note","length","definition","version"
"1581","LM645054","Gra 15.07-7-S","Sheep",11292,"Greenland","Oct-2007",NA,11922,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 15.07-7-S.","LM645054.1"
"1582","LM645053","Gra 04.07-7-F","Polar fox",11292,"Greenland","Jan-2007",NA,11921,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 04.07-7-F.","LM645053.1"
"1583","LM645052","Gra 02.06-7-F","Polar fox",11292,"Greenland","Feb-2006",NA,11928,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 02.06-7-F.","LM645052.1"
"1584","LM645047","Gra 13.08-7-F","Polar fox",11292,"Greenland","Dec-2008",NA,11920,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 13.08-7-F.","LM645047.1"
"1585","LM645046","Gra 06.06-7-C","Cat",11292,"Greenland","Mar-2006",NA,11928,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 06.06-7-C.","LM645046.1"
"1586","LM645044","Gra 01.11-7-F","Sheep",11292,"Greenland","Mar-2011",NA,11929,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 01.11-7-F.","LM645044.1"
"1587","LM645041","Gra 03.08-7-F","Polar fox",11292,"Greenland","Apr-2008",NA,11926,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 03.08-7-F.","LM645041.1"
"1588","LM645037","Gra 10.08-6-F","Polar fox",11292,"Greenland","Nov-2008",NA,11920,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 10.08-6-F.","LM645037.1"
"1589","LM645036","Gra 06.10-6-F","Polar fox",11292,"Greenland","Sep-2010",NA,11926,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 06.10-6-F.","LM645036.1"
"1590","LM645034","Gra 07.09-6-F","Polar fox",11292,"Greenland","May-2009",NA,11923,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 07.09-6-F.","LM645034.1"
"1591","LM645032","Gra 05.10-5-F","Polar fox",11292,"Greenland","Jun-2010",NA,11926,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 05.10-5-F.","LM645032.1"
"1592","LM645031","Gra 16.06-4-F","Polar fox",11292,"Greenland","May-2006",NA,11926,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 16.06-4-F.","LM645031.1"
"1593","LM645030","Gra 10.07-4-F","Polar fox",11292,"Greenland","May-2007",NA,11926,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 10.07-4-F.","LM645030.1"
"1594","LM645029","Gra 09.07-4-F","Polar fox",11292,"Greenland","Apr-2007",NA,11924,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 09.07-4-F.","LM645029.1"
"1595","LM645027","Gra 25.06-3-F","Polar fox",11292,"Greenland","Nov-2006",NA,11924,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 25.06-3-F.","LM645027.1"
"1596","LM645026","Gra 05.06-3-F","Polar fox",11292,"Greenland","Feb-2006",NA,11926,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 05.06-3-F.","LM645026.1"
"1597","LM645022","Gra 24.06-3-D","Dog",11292,"Greenland","Nov-2006",NA,11922,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 24.06-3-D.","LM645022.1"
"1598","LM645018","Gra 23.06-2-F","Polar fox",11292,"Greenland","Nov-2006",NA,11925,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 23.06-2-F.","LM645018.1"
"1599","LM645016","Gra 14.06-1-F","Polar fox",11292,"Greenland","Apr-2006",NA,11926,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 14.06-1-F.","LM645016.1"
"1600","LM645015","Gra 07.06-1-F","Polar fox",11292,"Greenland","Mar-2006",NA,11922,"Rabies virus viral cRNA for Nucleoprotein (N gene), isolate Gra 07.06-1-F.","LM645015.1"
"1601","EU311738","RRV ON-99-2","Procyon lotor",11292,"Canada","1999",NA,11925,"Rabies virus isolate RRV ON-99-2, complete genome.","EU311738.3"
"1602","KX036367","RV1420-GRL-4-AF-2002","Arctic fox",11292,"Greenland","01-Oct-2002",NA,11926,"Rabies virus isolate RV1420-GRL-4-AF-2002, complete genome.","KX036367.1"
"1603","KX036366","RV1419-GRL-3-AF-2002","Arctic fox",11292,"Greenland","01-Oct-2002",NA,11926,"Rabies virus isolate RV1419-GRL-3-AF-2002, complete genome.","KX036366.1"
"1604","KX036365","RV1418-GRL-4-AF-2002","Arctic fox",11292,"Greenland","01-Jan-2002",NA,11926,"Rabies virus isolate RV1418-GRL-4-AF-2002, complete genome.","KX036365.1"
"1605","KX036364","RV1417-GRL-3-AF-2002","Arctic fox",11292,"Greenland","01-Jan-2002",NA,11926,"Rabies virus isolate RV1417-GRL-3-AF-2002, complete genome.","KX036364.1"
"1606","KX036363","RV1416-GRL-5-AF-2002","Arctic fox",11292,"Greenland","01-Jan-2002",NA,11926,"Rabies virus isolate RV1416-GRL-5-AF-2002, complete genome.","KX036363.1"
"1607","KX036361","RV1391-GRL-1-F-1990","Arctic fox",11292,"Greenland","01-Mar-1990",NA,11926,"Rabies virus isolate RV1391-GRL-1-F-1990, complete genome.","KX036361.1"
"1608","KU198479","14N0601RFX","Vulpes vulpes",11292,"Canada","2014",NA,11926,"Rabies virus isolate 14N0601RFX, complete genome.","KU198479.1"
"1609","KU198478","13NO643AFX","Alopex lagopus",11292,"Canada","2013",NA,11927,"Rabies virus isolate 13NO643AFX, complete genome.","KU198478.1"
"1610","KU198477","13N0473AFX","Alopex lagopus",11292,"Canada","2013",NA,11927,"Rabies virus isolate 13N0473AFX, complete genome.","KU198477.1"
"1611","KU198476","13L0094AFX","Alopex lagopus",11292,"Canada","2013",NA,11926,"Rabies virus isolate 13L0094AFX, complete genome.","KU198476.1"
"1612","KU198475","13L0040AFX","Alopex lagopus",11292,"Canada","2013",NA,11926,"Rabies virus isolate 13L0040AFX, complete genome.","KU198475.1"
"1613","KU198474","12N0280RFX","Vulpes vulpes",11292,"Canada","2012",NA,11926,"Rabies virus isolate 12N0280RFX, complete genome.","KU198474.1"
"1614","KU198473","12N0215RFX","Vulpes vulpes",11292,"Canada","2012",NA,11927,"Rabies virus isolate 12N0215RFX, complete genome.","KU198473.1"
"1615","KU198472","12L1020AFX","Alopex lagopus",11292,"Canada","2012",NA,11926,"Rabies virus isolate 12L1020AFX, complete genome.","KU198472.1"
"1616","KU198471","07V1483RFX","Vulpes vulpes",11292,"USA","2007",NA,11926,"Rabies virus isolate 07V1483RFX, complete genome.","KU198471.1"
"1617","KU198470","02N2980RFX","Vulpes vulpes",11292,"Canada","2002",NA,11926,"Rabies virus isolate 02N2980RFX, complete genome.","KU198470.1"
"1618","KU198469","01N10254RFX","Vulpes vulpes",11292,"Canada","2001",NA,11924,"Rabies virus isolate 01N10254RFX, complete genome.","KU198469.1"
"1619","KU198468","00N3340RFX","Vulpes vulpes",11292,"Canada","2000",NA,11926,"Rabies virus isolate 00N3340RFX, complete genome.","KU198468.1"
"1620","KU198467","97L1793AFX","Alopex lagopus",11292,"Canada","1997",NA,11926,"Rabies virus isolate 97L1793AFX, complete genome.","KU198467.1"
"1621","KU198466","93N1395AFX","Alopex lagopus",11292,"Canada","1993",NA,11927,"Rabies virus isolate 93N1395AFX, complete genome.","KU198466.1"
"1622","KU198465","92N7894RFX","Vulpes vulpes",11292,"Canada","1992",NA,11926,"Rabies virus isolate 92N7894RFX, complete genome.","KU198465.1"
"1623","KU198464","91L0085AFX","Alopex lagopus",11292,"Canada","1991",NA,11927,"Rabies virus isolate 91L0085AFX, complete genome.","KU198464.1"
"1624","KU198463","90V820RFX","Vulpes vulpes",11292,"USA","1990",NA,11926,"Rabies virus isolate 90V820RFX, complete genome.","KU198463.1"
"1625","KU198462","90V814AFX","Alopex lagopus",11292,"USA","1990",NA,11926,"Rabies virus isolate 90V814AFX, complete genome.","KU198462.1"
"1626","KU198461","90L2968AFX","Alopex lagopus",11292,"Canada","1990",NA,11927,"Rabies virus isolate 90L2968AFX, complete genome.","KU198461.1"
"1627","KU198460","89V809AFX","Alopex lagopus",11292,"USA","1989",NA,11926,"Rabies virus isolate 89V809AFX, complete genome.","KU198460.1"
"1628","KU523255","AT6","Desmodus rotundus",11292,"French Guiana","15-Sep-2010","genotype: 1",11922,"Rabies virus isolate AT6, complete genome.","KU523255.1"
"1629","LN879481",NA,"Vulpes vulpes",11292,"Germany","1998",NA,11922,"Rabies virus strain 148/lib01041, complete genome.","LN879481.2"
"1630","KU946961",NA,NA,11292,"China","2009",NA,11924,"Rabies virus strain CTN181-3, complete genome.","KU946961.1"
"1631","KR906792","RV3123.1","domestic dog",11292,"Tanzania: Serengeti District","26-Apr-2012",NA,11923,"Rabies virus isolate RV3123.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906792.1"
"1632","KR906790","RV3140.1","domestic dog",11292,"Tanzania: Serengeti District","27-Jul-2012",NA,11923,"Rabies virus isolate RV3140.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906790.1"
"1633","KR906789","RV3133.1","domestic dog",11292,"Tanzania: Serengeti District","04-Jul-2012",NA,11923,"Rabies virus isolate RV3133.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906789.1"
"1634","KR906787","RV3131.1","cow",11292,"Tanzania: Serengeti District","07-Jul-2012",NA,11923,"Rabies virus isolate RV3131.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906787.1"
"1635","KR906786","RV3128.1","pig",11292,"Tanzania: Serengeti District","16-Jun-2012",NA,11923,"Rabies virus isolate RV3128.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906786.1"
"1636","KR906785","RV3127.1","unknown",11292,"Tanzania: Serengeti District","11-Jun-2012",NA,11922,"Rabies virus isolate RV3127.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906785.1"
"1637","KR906784","RV3125.1","domestic dog",11292,"Tanzania: Serengeti District","06-Jun-2012",NA,11923,"Rabies virus isolate RV3125.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906784.1"
"1638","KR906783","RV3117.1","domestic dog",11292,"Tanzania: Serengeti District","12-May-2012",NA,11923,"Rabies virus isolate RV3117.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906783.1"
"1639","KR906781","RV3107.1","unknown",11292,"Tanzania: Serengeti District","09-Apr-2012",NA,11923,"Rabies virus isolate RV3107.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906781.1"
"1640","KR906780","RV3104.1","domestic dog",11292,"Tanzania: Serengeti District","22-Dec-2011",NA,11920,"Rabies virus isolate RV3104.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906780.1"
"1641","KR906779","RV3100.1","cow",11292,"Tanzania: Serengeti District","19-Feb-2012",NA,11920,"Rabies virus isolate RV3100.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906779.1"
"1642","KR906777","RV3091.1","unknown",11292,"Tanzania: Serengeti District","05-Dec-2011",NA,11923,"Rabies virus isolate RV3091.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906777.1"
"1643","KR906776","RV2907.1","domestic dog",11292,"Tanzania: Serengeti District","16-Oct-2011",NA,11923,"Rabies virus isolate RV2907.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906776.1"
"1644","KR906774","RV2901.1","domestic dog",11292,"Tanzania: Serengeti District","22-Sep-2011",NA,11921,"Rabies virus isolate RV2901.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906774.1"
"1645","KR906773","RV2900.1","domestic dog",11292,"Tanzania: Serengeti District","27-Sep-2011",NA,11923,"Rabies virus isolate RV2900.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906773.1"
"1646","KR906772","RV2896.1","domestic dog",11292,"Tanzania: Serengeti District","19-Aug-2011",NA,11923,"Rabies virus isolate RV2896.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906772.1"
"1647","KR906771","RV2894.1","domestic dog",11292,"Tanzania: Serengeti District","15-Aug-2011",NA,11923,"Rabies virus isolate RV2894.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906771.1"
"1648","KR906769","RV2871.1","domestic dog",11292,"Tanzania: Serengeti District","17-Jun-2011",NA,11923,"Rabies virus isolate RV2871.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906769.1"
"1649","KR906765","RV2816.1","domestic dog",11292,"Tanzania: Morogoro region","28-Sep-2010",NA,11923,"Rabies virus isolate RV2816.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906765.1"
"1650","KR906763","RV2814.1","domestic dog",11292,"Tanzania: Morogoro region","17-May-2010",NA,11920,"Rabies virus isolate RV2814.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906763.1"
"1651","KR906760","RV2810.1","domestic dog",11292,"Tanzania: Morogoro region","23-Apr-2010",NA,11920,"Rabies virus isolate RV2810.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906760.1"
"1652","KR906756","RV2799.1","domestic dog",11292,"Tanzania: Serengeti District","29-Jan-2011",NA,11923,"Rabies virus isolate RV2799.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906756.1"
"1653","KR906755","RV2793.1","domestic dog",11292,"Tanzania: Serengeti District","02-Jan-2011",NA,11923,"Rabies virus isolate RV2793.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906755.1"
"1654","KR906753","RV2783.1","cow",11292,"Tanzania: Mtwara region","28-Feb-2011",NA,11922,"Rabies virus isolate RV2783.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906753.1"
"1655","KR906747","RV2775.1","domestic dog",11292,"Tanzania: Iringa region","26-Nov-2010",NA,11923,"Rabies virus isolate RV2775.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906747.1"
"1656","KR906742","RV2767.1","domestic dog",11292,"Tanzania: Serengeti District","12-Sep-2009",NA,11923,"Rabies virus isolate RV2767.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906742.1"
"1657","KR906741","RV2504.1","domestic dog",11292,"Tanzania: Arusha Region","18-Jun-2003",NA,11923,"Rabies virus isolate RV2504.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906741.1"
"1658","KR906739","RV2502.1","domestic dog",11292,"Tanzania: Arusha Region","18-Apr-2004",NA,11923,"Rabies virus isolate RV2502.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906739.1"
"1659","KR906738","RV2501.1","cow",11292,"Tanzania: Serengeti District","14-Feb-2004",NA,11923,"Rabies virus isolate RV2501.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906738.1"
"1660","KR906737","RV2500.1","domestic dog",11292,"Tanzania: Serengeti District","23-Nov-2008",NA,11920,"Rabies virus isolate RV2500.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906737.1"
"1661","KR906736","RV2499.1","domestic dog",11292,"Tanzania: Morogoro region","05-Aug-2008",NA,11923,"Rabies virus isolate RV2499.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906736.1"
"1662","KR906734","RV2495.1","domestic dog",11292,"Tanzania: Serengeti District","12-Jul-2008",NA,11923,"Rabies virus isolate RV2495.1 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and polymerase (L) genes, complete cds.","KR906734.1"
"1663","KT336437","34312","Canis lupus familiaris",11292,"South Africa","2012",NA,11923,"Rabies virus isolate 34312, complete genome.","KT336437.1"
"1664","KT336436","33512","Canis lupus familiaris",11292,"South Africa","2012",NA,11923,"Rabies virus isolate 33512, complete genome.","KT336436.1"
"1665","KT336435","21467","Canis lupus familiaris",11292,"Zimbabwe","1993",NA,11923,"Rabies virus isolate 21467, complete genome.","KT336435.1"
"1666","KT336434","21057","Canis lupus familiaris",11292,"Zimbabwe","1992",NA,11923,"Rabies virus isolate 21057, complete genome.","KT336434.1"
"1667","KT336433","20034","Canis lupus familiaris",11292,"Zimbabwe","1991",NA,11923,"Rabies virus isolate 20034, complete genome.","KT336433.1"
"1668","KT336432","55612","Canis lupus familiaris",11292,"South Africa","2012",NA,11923,"Rabies virus isolate 55612, complete genome.","KT336432.1"
"1669","LN713670","sag2BatchF04_5_var02","cell culture",11292,NA,NA,NA,11925,"Rabies virus complete genome, isolate sag2BatchF04_5_var02.","LN713670.1"
"1670","LN713669","sag2BatchF04_5_var01","cell culture",11292,NA,NA,NA,11925,"Rabies virus complete genome, isolate sag2BatchF04_5_var01.","LN713669.1"
"1671","LN713666","sag2BatchF04_3_var02","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sag2BatchF04_3_var02.","LN713666.1"
"1672","LN713665","sag2BatchF04_3_var01","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sag2BatchF04_3_var01.","LN713665.1"
"1673","LN713661","sadWistar_5_var01","cell culture",11292,NA,NA,NA,11923,"Rabies virus complete genome, isolate sadWistar_5_var01.","LN713661.1"
"1674","LN713659","sadWistar_3_var01","cell culture",11292,NA,NA,NA,11923,"Rabies virus complete genome, isolate sadWistar_3_var01.","LN713659.1"
"1675","LN713656","sadVA1tueb_5_var01","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sadVA1tueb_5_var01.","LN713656.1"
"1676","LN713655","sadVA1tueb_4_var01","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sadVA1tueb_4_var01.","LN713655.1"
"1677","LN713654","sadVA1tueb_3_var01","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sadVA1tueb_3_var01.","LN713654.1"
"1678","LN713653","sadVA1tueb_2_var01","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sadVA1tueb_2_var01.","LN713653.1"
"1679","LN713652","sadVA1tueb_1_var01","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sadVA1tueb_1_var01.","LN713652.1"
"1680","LN713648","sadP588_2_var01","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadP588_2_var01.","LN713648.1"
"1681","LN713636","sadLysvulpen0609_1_var02","cell culture",11292,NA,NA,NA,11924,"Rabies virus complete genome, isolate sadLysvulpen0609_1_var02.","LN713636.1"
"1682","LN713635","sadLysvulpen0609_1_var01","cell culture",11292,NA,NA,NA,11924,"Rabies virus complete genome, isolate sadLysvulpen0609_1_var01.","LN713635.1"
"1683","LN713634","sadERAtueb_5_var01","cell culture",11292,NA,NA,NA,11922,"Rabies virus complete genome, isolate sadERAtueb_5_var01.","LN713634.1"
"1684","LN713633","sadERAtueb_4_var01","cell culture",11292,NA,NA,NA,11920,"Rabies virus complete genome, isolate sadERAtueb_4_var01.","LN713633.1"
"1685","LN713629","sadBernO_5_var04","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sadBernO_5_var04.","LN713629.1"
"1686","LN713628","sadBernO_5_var03","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sadBernO_5_var03.","LN713628.1"
"1687","LN713627","sadBernO_5_var02","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sadBernO_5_var02.","LN713627.1"
"1688","LN713626","sadBernO_5_var01","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sadBernO_5_var01.","LN713626.1"
"1689","LN713625","sadBernO_4_var03","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBernO_4_var03.","LN713625.1"
"1690","LN713624","sadBernO_4_var02","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBernO_4_var02.","LN713624.1"
"1691","LN713623","sadBernO_4_var01","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBernO_4_var01.","LN713623.1"
"1692","LN713622","sadBernO_3_var08","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBernO_3_var08.","LN713622.1"
"1693","LN713621","sadBernO_3_var07","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBernO_3_var07.","LN713621.1"
"1694","LN713620","sadBernO_3_var06","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBernO_3_var06.","LN713620.1"
"1695","LN713619","sadBernO_3_var05","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBernO_3_var05.","LN713619.1"
"1696","LN713618","sadBernO_3_var04","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBernO_3_var04.","LN713618.1"
"1697","LN713617","sadBernO_3_var03","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBernO_3_var03.","LN713617.1"
"1698","LN713616","sadBernO_3_var02","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBernO_3_var02.","LN713616.1"
"1699","LN713615","sadBernO_3_var01","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBernO_3_var01.","LN713615.1"
"1700","LN713611","sadBernO_1_var04","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBernO_1_var04.","LN713611.1"
"1701","LN713610","sadBernO_1_var03","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBernO_1_var03.","LN713610.1"
"1702","LN713609","sadBernO_1_var02","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBernO_1_var02.","LN713609.1"
"1703","LN713608","sadBernO_1_var01","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBernO_1_var01.","LN713608.1"
"1704","LN713607","sadBatch806_5_var06","cell culture",11292,NA,NA,NA,11925,"Rabies virus complete genome, isolate sadBatch806_5_var06.","LN713607.1"
"1705","LN713606","sadBatch806_5_var05","cell culture",11292,NA,NA,NA,11925,"Rabies virus complete genome, isolate sadBatch806_5_var05.","LN713606.1"
"1706","LN713605","sadBatch806_5_var04","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sadBatch806_5_var04.","LN713605.1"
"1707","LN713604","sadBatch806_5_var03","cell culture",11292,NA,NA,NA,11925,"Rabies virus complete genome, isolate sadBatch806_5_var03.","LN713604.1"
"1708","LN713603","sadBatch806_5_var02","cell culture",11292,NA,NA,NA,11925,"Rabies virus complete genome, isolate sadBatch806_5_var02.","LN713603.1"
"1709","LN713602","sadBatch806_5_var01","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sadBatch806_5_var01.","LN713602.1"
"1710","LN713601","sadBatch806_4_var02","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBatch806_4_var02.","LN713601.1"
"1711","LN713600","sadBatch806_4_var01","cell culture",11292,NA,NA,NA,11927,"Rabies virus complete genome, isolate sadBatch806_4_var01.","LN713600.1"
"1712","LN713599","sadBatch806_3_var03","cell culture",11292,NA,NA,NA,11926,"Rabies virus complete genome, isolate sadBatch806_3_var03.","LN713599.1"
"1713","LN713598","sadBatch806_3_var02","cell culture",11292,NA,NA,NA,11926,"Rabies virus complete genome, isolate sadBatch806_3_var02.","LN713598.1"
"1714","LN713597","sadBatch806_3_var01","cell culture",11292,NA,NA,NA,11926,"Rabies virus complete genome, isolate sadBatch806_3_var01.","LN713597.1"
"1715","LN713596","sadBatch806_2_var06","cell culture",11292,NA,NA,NA,11925,"Rabies virus complete genome, isolate sadBatch806_2_var06.","LN713596.1"
"1716","LN713595","sadBatch806_2_var05","cell culture",11292,NA,NA,NA,11925,"Rabies virus complete genome, isolate sadBatch806_2_var05.","LN713595.1"
"1717","LN713594","sadBatch806_2_var04","cell culture",11292,NA,NA,NA,11925,"Rabies virus complete genome, isolate sadBatch806_2_var04.","LN713594.1"
"1718","LN713593","sadBatch806_2_var03","cell culture",11292,NA,NA,NA,11925,"Rabies virus complete genome, isolate sadBatch806_2_var03.","LN713593.1"
"1719","LN713592","sadBatch806_2_var02","cell culture",11292,NA,NA,NA,11925,"Rabies virus complete genome, isolate sadBatch806_2_var02.","LN713592.1"
"1720","LN713591","sadBatch806_2_var01","cell culture",11292,NA,NA,NA,11925,"Rabies virus complete genome, isolate sadBatch806_2_var01.","LN713591.1"
"1721","LN713590","sadBatch806_1_var06","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBatch806_1_var06.","LN713590.1"
"1722","LN713589","sadBatch806_1_var05","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBatch806_1_var05.","LN713589.1"
"1723","LN713588","sadBatch806_1_var02","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBatch806_1_var02.","LN713588.1"
"1724","LN713587","sadBatch806_1_var01","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBatch806_1_var01.","LN713587.1"
"1725","LN713586","sadBatch793_5_var03","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBatch793_5_var03.","LN713586.1"
"1726","LN713585","sadBatch793_5_var02","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBatch793_5_var02.","LN713585.1"
"1727","LN713584","sadBatch793_5_var01","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBatch793_5_var01.","LN713584.1"
"1728","LN713583","sadBatch793_4_var04","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBatch793_4_var04.","LN713583.1"
"1729","LN713582","sadBatch793_4_var03","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBatch793_4_var03.","LN713582.1"
"1730","LN713581","sadBatch793_4_var02","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBatch793_4_var02.","LN713581.1"
"1731","LN713580","sadBatch793_4_var01","cell culture",11292,NA,NA,NA,11928,"Rabies virus complete genome, isolate sadBatch793_4_var01.","LN713580.1"
